,tweet_id,timestamp,text,rating_denominator,name,rating,rating_numerator_new,dog_stage,retweet_count,favorite_count,jpg_url,img_num,p1,p1_conf,p2,p2_conf,p3,p3_conf
52,880872448815771648,2017-06-30 19:35:32,Ugh not again. We only rate dogs. Please don't send in well-dressed  floppy-tongued street penguins. Dogs only please. Thank you... 12/10 https://t.co/WiAMbTkDPf,10,None,12/10,12,,3414,19608,https://pbs.twimg.com/media/DDl8zzJW0AAisCJ.jpg,1,Pembroke,79.14,Norwich_terrier,6.14,Chihuahua,3.37
53,880465832366813184,2017-06-29 16:39:47,This is Bella. She had her first beach experience this morning. Complete success. 12/10 would perform a sandy boop https://t.co/4VsFysDmiw,10,Bella,12/10,12,,5533,26217,https://pbs.twimg.com/media/DDgK-J4XUAIEV9W.jpg,1,golden_retriever,91.33,Labrador_retriever,2.63,cocker_spaniel,0.94
55,880095782870896641,2017-06-28 16:09:20,Please don't send in photos without dogs in them. We're not @porch_rates. Insubordinate and churlish. Pretty good porch tho 11/10 https://t.co/HauE8M3Bu4,10,None,11/10,11,,3876,25452,https://pbs.twimg.com/media/DDa6ckbXgAAM1vV.jpg,1,miniature_pinscher,12.03,Rhodesian_ridgeback,10.64,beagle,10.61
56,879862464715927552,2017-06-28 00:42:13,This is Romeo. He would like to do an entrance. Requesting your immediate assistance. 13/10 https://t.co/Qh5aEkRQm9,10,Romeo,13/10,13,,3103,20630,https://pbs.twimg.com/media/DDXmPrbWAAEKMvy.jpg,3,basset,81.35,beagle,14.67,cocker_spaniel,0.95
58,879415818425184262,2017-06-26 19:07:24,This is Duddles. He did an attempt. 13/10 someone help him (vid by Georgia Felici) https://t.co/UDT7ZkcTgY,10,Duddles,13/10,13,,39731,97466,https://pbs.twimg.com/ext_tw_video_thumb/879415784908390401/pu/img/cX7XI1TnUsseGET5.jpg,1,English_springer,38.34,Boston_bull,13.5,Cardigan,11.05
61,879008229531029506,2017-06-25 16:07:47,This is Beau. That is Beau's balloon. He takes it everywhere. 13/10 would protect at all costs https://t.co/YDtpCjIPKN,10,Beau,13/10,13,,2387,17542,https://pbs.twimg.com/media/DDLdUrqXYAMOVzY.jpg,1,vizsla,96.05,miniature_pinscher,0.94,American_Staffordshire_terrier,0.87
62,878776093423087618,2017-06-25 00:45:22,This is Snoopy. He's a proud #PrideMonthPuppo. Impeccable handwriting for not having thumbs. 13/10 would love back #PrideMonth https://t.co/lNZwgNO4gS,10,Snoopy,13/10,13,,3648,17866,https://pbs.twimg.com/media/DDIKMXzW0AEibje.jpg,2,Italian_greyhound,73.47,whippet,15.05,Ibizan_hound,3.97
63,878281511006478336,2017-06-23 16:00:04,"Meet Shadow. In an attempt to reach maximum zooming borkdrive, he tore his ACL. Still 13/10 tho. Help him out below

https://t.co/245xJJElsY https://t.co/lUiQH219v6",10,Shadow,13/10,13,,1135,7132,https://pbs.twimg.com/media/DDBIX9QVYAAohGa.jpg,1,basset,32.04,collie,21.6,Appenzeller,12.85
64,878057613040115712,2017-06-23 01:10:23,This is Emmy. She was adopted today. Massive round of pupplause for Emmy and her new family. 14/10 for all involved https://t.co/cwtWnHMVpe,10,Emmy,14/10,14,puppo,6069,38844,https://pbs.twimg.com/media/DC98vABUIAA97pz.jpg,1,French_bulldog,83.91,Boston_bull,7.88,toy_terrier,1.52
65,877736472329191424,2017-06-22 03:54:17,This is Aja. She was just told she's a good dog. Suspicions confirmed. 13/10 would tell again https://t.co/lsPyyAiF1r,10,Aja,13/10,13,,16888,73017,https://pbs.twimg.com/media/DC5YqoQW0AArOLH.jpg,2,Chesapeake_Bay_retriever,83.8,Labrador_retriever,6.2,Weimaraner,4.06
67,877316821321428993,2017-06-21 00:06:44,"Meet Dante. At first he wasn't a fan of his new raincoat, then he saw his reflection. H*ckin handsome. 13/10 for water resistant good boy https://t.co/SHRTIo5pxc",10,Dante,13/10,13,,4654,25322,https://pbs.twimg.com/media/DCza_vtXkAQXGpC.jpg,1,Saluki,51.0,Italian_greyhound,9.05,golden_retriever,7.94
68,877201837425926144,2017-06-20 16:29:50,This is Nelly. He graduated with his dogtorate today. Wants to know if you're proud of him. 12/10 would give congratulatory boop https://t.co/4g4cfj3P4Y,10,Nelly,12/10,12,,4966,25013,https://pbs.twimg.com/media/DCxyahJWsAAddSC.jpg,1,Pembroke,93.11,Cardigan,6.87,basenji,0.01
69,876838120628539392,2017-06-19 16:24:33,This is Ginger. She's having a ruff Monday. Too many pupper things going on. H*ckin exhausting. 12/10 would snug passionately https://t.co/j211oCDRs6,10,Ginger,12/10,12,pupper,2979,19112,https://pbs.twimg.com/media/DCsnnZsVwAEfkyi.jpg,1,bloodhound,57.58,redbone,24.1,Tibetan_mastiff,8.89
70,876484053909872640,2017-06-18 16:57:37,This is Benedict. He wants to thank you for this delightful urban walk. Hopes you know he loves you. 13/10 super duper good boy https://t.co/26BXueUgbs,10,Benedict,13/10,13,,2113,17348,https://pbs.twimg.com/media/DCnll_dUQAAkBdG.jpg,1,golden_retriever,87.46,Irish_terrier,3.74,chow,1.67
71,876120275196170240,2017-06-17 16:52:05,"Meet Venti, a seemingly caffeinated puppoccino. She was just informed the weekend would include walks, pats and scritches. 13/10 much excite https://t.co/ejExJFq3ek",10,Venti,13/10,13,puppo,4167,25859,https://pbs.twimg.com/media/DCiavj_UwAAcXep.jpg,1,Bernese_mountain_dog,53.43,Saint_Bernard,34.63,Greater_Swiss_Mountain_dog,9.49
72,875747767867523072,2017-06-16 16:11:53,"This is Goose. He's a womanizer. Cheeky as h*ck, but also deep. Tongue slip game on another level. 13/10 will steal your girl https://t.co/V2WlACRJCN",10,Goose,13/10,13,,3819,23191,https://pbs.twimg.com/media/DCdH8YpUQAAiEbL.jpg,1,Labrador_retriever,79.96,Chesapeake_Bay_retriever,18.0,vizsla,0.46
74,875021211251597312,2017-06-14 16:04:48,Guys please stop sending pictures without any dogs in th- oh never mind hello excuse me sir. 12/10 stealthy as h*ck https://t.co/brCQoqc8AW,10,None,12/10,12,,4219,23585,https://pbs.twimg.com/media/DCSzF3NVoAAPzT4.jpg,2,West_Highland_white_terrier,71.43,Siberian_husky,9.19,Great_Pyrenees,4.6
75,874680097055178752,2017-06-13 17:29:20,Meet Cash. He hath acquired a stick. A very good stick tbh. 12/10 would pat head approvingly https://t.co/lZhtizkURD,10,Cash,12/10,12,,4152,25737,https://pbs.twimg.com/media/DCN85nGUwAAzG_q.jpg,1,Labrador_retriever,83.61,Staffordshire_bullterrier,4.71,beagle,3.6
76,874296783580663808,2017-06-12 16:06:11,This is Jed. He may be the fanciest pupper in the game right now. Knows it too. 13/10 would sign modeling contract https://t.co/0YplNnSMEm,10,Jed,13/10,13,pupper,3700,24091,https://pbs.twimg.com/media/DCIgSR0XgAANEOY.jpg,1,cocker_spaniel,43.72,miniature_poodle,27.72,toy_poodle,15.74
77,874057562936811520,2017-06-12 00:15:36,"I can't believe this keeps happening. This, is a birb taking a bath. We only rate dogs. Please only send dogs. Thank you... 12/10 https://t.co/pwY9PQhtP2",10,None,12/10,12,,3565,21028,https://pbs.twimg.com/media/DCFGtdoXkAEsqIw.jpg,1,flat-coated_retriever,83.22,black-and-tan_coonhound,4.04,Newfoundland,2.82
78,874012996292530176,2017-06-11 21:18:31,"This is Sebastian. He can't see all the colors of the rainbow, but he can see that this flag makes his human happy. 13/10 #PrideMonth puppo https://t.co/XBE0evJZ6V",10,Sebastian,13/10,13,puppo,9152,31660,https://pbs.twimg.com/media/DCEeLxjXsAAvNSM.jpg,2,Cardigan,80.67,Pembroke,11.66,kelpie,4.92
79,873580283840344065,2017-06-10 16:39:04,"We usually don't rate Deck-bound Saskatoon Black Bears, but this one is h*ckin flawless. Sneaky tongue slip too. 13/10 would hug firmly https://t.co/mNuMH9400n",10,None,13/10,13,,3541,22423,https://pbs.twimg.com/media/DB-UotKXkAEHXVi.jpg,1,Newfoundland,67.85,Tibetan_mastiff,24.4,chow,4.85
80,873213775632977920,2017-06-09 16:22:42,"This is Sierra. She's one precious pupper. Absolute 12/10. Been in and out of ICU her whole life. Help Sierra below

https://t.co/Xp01EU3qyD https://t.co/V5lkvrGLdQ",10,Sierra,12/10,12,pupper,1419,6630,https://pbs.twimg.com/media/DB5HTBGXUAE0TiK.jpg,1,vizsla,61.98,bloodhound,33.81,Chesapeake_Bay_retriever,1.27
81,872967104147763200,2017-06-09 00:02:31,Here's a very large dog. He has a date later. Politely asked this water person to check if his breath is bad. 12/10 good to go doggo https://t.co/EMYIdoblMR,10,None,12/10,12,doggo,4864,25230,https://pbs.twimg.com/media/DB1m871XUAAw5vZ.jpg,2,Labrador_retriever,47.69,Chesapeake_Bay_retriever,17.41,German_short-haired_pointer,9.29
82,872820683541237760,2017-06-08 14:20:41,"Here are my favorite #dogsatpollingstations 
Most voted for a more consistent walking schedule and to increase daily pats tenfold. All 13/10 https://t.co/17FVMl4VZ5",10,None,13/10,13,,3344,13652,https://pbs.twimg.com/media/DBzhx0PWAAEhl0E.jpg,3,pug,99.91,French_bulldog,0.06,bull_mastiff,0.01
83,872620804844003328,2017-06-08 01:06:27,This is Monkey. She's supporting owners everywhere with her fancy #PrideMonth bandana. 13/10 love is love is love... https://t.co/lUcpnZDPz9,10,Monkey,13/10,13,,3274,19212,https://pbs.twimg.com/media/DBwr_hzXkAEnZBW.jpg,1,cocker_spaniel,51.32,Sussex_spaniel,15.91,standard_poodle,14.95
84,872486979161796608,2017-06-07 16:14:40,We. Only. Rate. Dogs. Do not send in other things like this fluffy floor shark clearly ready to attack. Get it together guys... 12/10 https://t.co/BZHiKx3FpQ,10,None,12/10,12,,8139,37791,https://pbs.twimg.com/media/DBuyRlTUwAAYhG9.jpg,1,Pembroke,93.19,Cardigan,3.77,Chihuahua,1.2
86,871879754684805121,2017-06-06 00:01:46,Say hello to Lassie. She's celebrating #PrideMonth by being a splendid mix of astute and adorable. Proudly supupporting her owner. 13/10 https://t.co/uK6PNyeh9w,10,Lassie,13/10,13,puppo,9843,34820,https://pbs.twimg.com/media/DBmKAmBXUAE-pQ-.jpg,1,Shetland_sheepdog,96.92,collie,1.83,Pomeranian,0.85
87,871762521631449091,2017-06-05 16:15:56,This is Rover. As part of pupper protocol he had to at least attempt to eat the plant. Confirmed not tasty. Needs peanut butter. 12/10 https://t.co/AiVljI6QCg,10,Rover,12/10,12,pupper,3140,18757,https://pbs.twimg.com/media/DBkfY58XcAEdzZy.jpg,2,Labrador_retriever,92.14,golden_retriever,6.46,bloodhound,0.34
91,870656317836468226,2017-06-02 15:00:16,"This is Cody. He zoomed too aggressively and tore his ACL. Happens to the best of us. Still 13/10

Help Cody here: https://t.co/4hxnDOt1CV https://t.co/42ryYRQ2Q4",10,Cody,13/10,13,,2366,11471,https://pbs.twimg.com/media/DBUxSSTXsAA-Jn1.jpg,4,Pembroke,94.55,Cardigan,4.59,beagle,0.43
92,870374049280663552,2017-06-01 20:18:38,This is Zoey. She really likes the planet. Would hate to see willful ignorance and the denial of fairly elemental science destroy it. 13/10 https://t.co/T1xlgaPujm,10,Zoey,13/10,13,,24045,77280,https://pbs.twimg.com/media/DBQwlFCXkAACSkI.jpg,1,golden_retriever,84.1,Great_Pyrenees,9.93,Labrador_retriever,3.26
93,870308999962521604,2017-06-01 16:00:09,"This is Rumble, but he's not ready to. Would rather fall asleep in his bath bucket. 13/10 would attempt a boop without waking https://t.co/MVQCzrF1g9",10,Rumble,13/10,13,,3756,20398,https://pbs.twimg.com/media/DBP1asiUAAEKZI5.jpg,2,Greater_Swiss_Mountain_dog,62.28,Appenzeller,15.85,EntleBucher,14.81
95,869772420881756160,2017-05-31 04:27:59,"This is Dewey (pronounced ""covfefe""). He's having a good walk. Arguably the best walk. 13/10 would snug softly https://t.co/HciEaJkC4D",10,Dewey,13/10,13,,9177,39678,https://pbs.twimg.com/media/DBINZcxXgAQ-R6P.jpg,1,Pembroke,98.01,Cardigan,1.93,malamute,0.01
96,869702957897576449,2017-05-30 23:51:58,Meet Stanley. He likes road trips. Will shift for you. One ear more effective than other. 13/10 we don't leave until you buckle pup Stanley https://t.co/vmCu3PFCQq,10,Stanley,13/10,13,puppo,5706,26285,https://pbs.twimg.com/media/DBHOOfOXoAABKlU.jpg,1,Pembroke,99.34,Cardigan,0.63,Chihuahua,0.02
98,869227993411051520,2017-05-29 16:24:37,This is Gizmo. His favorite thing is standing pupright like a hooman. Sneaky tongue slip status achieved. 13/10 would boop well https://t.co/IoR3n1fiiQ,10,Gizmo,13/10,13,puppo,3420,19029,https://pbs.twimg.com/media/DBAePiVXcAAqHSR.jpg,1,Pembroke,66.42,Chihuahua,16.92,Cardigan,13.27
100,868622495443632128,2017-05-28 00:18:35,Here's a h*ckin peaceful boy. Unbothered by the comings and goings. 13/10 please reveal your wise ways https://t.co/yeaH8Ej5eM,10,None,13/10,13,,4800,24826,https://pbs.twimg.com/media/DA33i0XXsAEQtCA.jpg,1,Labrador_retriever,86.81,Great_Pyrenees,6.1,Saint_Bernard,3.35
101,868552278524837888,2017-05-27 19:39:34,"Say hello to Cooper. His expression is the same wet or dry. Absolute 12/10 but Coop desperately requests your help

https://t.co/ZMTE4Mr69f https://t.co/7RyeXTYLNi",10,Cooper,12/10,12,,1877,9390,https://pbs.twimg.com/media/DA23sCeVoAE3uF0.jpg,1,whippet,37.82,Italian_greyhound,27.59,American_Staffordshire_terrier,9.5
102,867900495410671616,2017-05-26 00:29:37,"Unbelievable. We only rate dogs. Please don't send in non-canines like the ""I"" from Pixar's opening credits. Thank you... 12/10 https://t.co/JMhDNv5wXZ",10,None,12/10,12,,3806,22609,https://pbs.twimg.com/media/DAtm5MkXoAA4R6P.jpg,1,Labrador_retriever,52.26,kuvasz,33.25,dalmatian,3.2
103,867774946302451713,2017-05-25 16:10:44,Meet Harold.  He's h*ckin cooperative. 13/10 good work Harold https://t.co/ZYg3NZGICa,10,Harold,13/10,13,,6671,31717,https://pbs.twimg.com/media/DAr0tDZXUAEMvdu.jpg,2,Border_collie,66.2,Cardigan,17.57,collie,8.71
104,867421006826221569,2017-05-24 16:44:18,This is Shikha. She just watched you drop a skittle on the ground and still eat it. Could not be less impressed. 12/10 superior puppo https://t.co/XZlZKd73go,10,Shikha,12/10,12,puppo,2270,15026,https://pbs.twimg.com/media/DAmyy8FXYAIH8Ty.jpg,1,Eskimo_dog,61.65,Siberian_husky,38.13,malamute,0.17
105,867051520902168576,2017-05-23 16:16:06,"Oh my this spooked me up. We only rate dogs, not happy ghosts. Please send dogs only. It's a very simple premise. Thank you... 13/10 https://t.co/M5Rz0R8SIQ",10,None,13/10,13,,7193,30084,https://pbs.twimg.com/media/DAhiwb0XcAA8x5Q.jpg,1,Samoyed,47.14,Pekinese,30.22,Pomeranian,15.66
